11078
13216
0,1,2,0,0
1,3,2264,0,0
2,4,3,0,0
3,5,2275,0,0
4,7,2277,0,0
5,9,2278,0,0
6,11,2279,0,0
7,13,2286,0,0
8,14,2287,0,0
9,15,2289,0,0
10,17,2291,0,0
11,19,2296,0,0
12,21,2297,0,0
13,23,2298,0,0
14,25,2299,0,0
15,27,2300,0,0
16,29,2301,0,0
17,31,2302,0,0
18,33,2308,0,0
19,35,2317,0,0
20,39,2318,0,0
21,43,2329,0,0
22,45,2337,0,0
23,47,2338,0,0
24,49,2339,0,0
25,51,2350,0,0
26,53,2351,0,0
27,55,2352,0,0
28,57,2355,0,0
29,59,2362,0,0
30,61,2363,0,0
31,63,2368,0,0
32,65,2371,0,0
33,67,2377,0,0
34,69,2378,0,0
35,71,2379,0,0
36,73,2380,0,0
37,75,2381,0,0
38,77,2382,0,0
39,79,2388,0,0
40,81,2390,0,0
41,84,2406,0,0
42,86,2407,0,0
43,88,2408,0,0
44,90,2482,0,0
45,91,2483,0,0
46,92,2485,0,0
47,93,2487,0,0
48,94,2489,0,0
49,95,2491,0,0
50,96,2493,0,0
51,97,2495,0,0
52,98,2497,0,0
53,99,2499,0,0
54,100,2501,0,0
55,101,2503,0,0
56,102,2505,0,0
57,103,2507,0,0
58,104,2509,0,0
59,105,2511,0,0
60,106,2513,0,0
61,107,2515,0,0
62,108,2517,0,0
63,109,2519,0,0
64,110,2521,0,0
65,111,2523,0,0
66,112,2525,0,0
67,113,2527,0,0
68,114,2529,0,0
69,115,2531,0,0
70,116,2532,0,0
71,117,2534,0,0
72,118,2536,0,0
73,119,2538,0,0
74,120,2540,0,0
75,121,2542,0,0
76,122,2544,0,0
77,123,2546,0,0
78,124,2548,0,0
79,125,2550,0,0
80,126,2552,0,0
81,127,2554,0,0
82,128,2555,0,0
83,129,2556,0,0
84,130,2558,0,0
85,131,2560,0,0
86,132,2562,0,0
87,133,2564,0,0
88,134,2566,0,0
89,135,2568,0,0
90,136,2570,0,0
91,137,2572,0,0
92,138,2574,0,0
93,139,2576,0,0
94,140,2578,0,0
95,141,2580,0,0
96,142,2582,0,0
97,143,2584,0,0
98,144,2586,0,0
99,145,2588,0,0
100,146,2590,0,0
101,147,2592,0,0
102,148,2594,0,0
103,149,2596,0,0
104,150,2598,0,0
105,151,2600,0,0
106,152,2602,0,0
107,153,2604,0,0
108,154,2606,0,0
109,155,2608,0,0
110,156,2610,0,0
111,157,2612,0,0
112,158,2614,0,0
113,159,2616,0,0
114,160,2618,0,0
115,161,2620,0,0
116,162,2622,0,0
117,163,2624,0,0
118,164,2626,0,0
119,165,2628,0,0
120,166,2630,0,0
121,167,2632,0,0
122,168,2634,0,0
123,169,2636,0,0
124,170,2638,0,0
125,171,2640,0,0
126,172,2642,0,0
127,173,2644,0,0
128,174,2646,0,0
129,175,2648,0,0
130,176,2650,0,0
131,177,2652,0,0
132,178,2654,0,0
133,179,2656,0,0
134,180,2658,0,0
135,181,2660,0,0
136,182,2662,0,0
137,183,2664,0,0
138,184,2666,0,0
139,185,2668,0,0
140,186,2670,0,0
141,187,2672,0,0
142,188,2673,0,0
143,189,2675,0,0
144,190,2677,0,0
145,191,2679,0,0
146,192,2681,0,0
147,193,2683,0,0
148,194,2685,0,0
149,195,2687,0,0
150,196,2689,0,0
151,197,2691,0,0
152,198,2693,0,0
153,199,2696,0,0
154,200,2698,0,0
155,201,2700,0,0
156,202,2702,0,0
157,203,2704,0,0
158,204,2706,0,0
159,205,2707,0,0
160,206,2709,0,0
161,207,2711,0,0
162,208,2713,0,0
163,209,2714,0,0
164,210,2715,0,0
165,211,2717,0,0
166,212,2719,0,0
167,213,2721,0,0
168,214,2723,0,0
169,215,2725,0,0
170,216,2727,0,0
171,217,2729,0,0
172,218,2731,0,0
173,219,2733,0,0
174,220,2735,0,0
175,221,2737,0,0
176,222,2739,0,0
177,223,2741,0,0
178,224,2743,0,0
179,225,2745,0,0
180,226,2746,0,0
181,227,2747,0,0
182,228,2748,0,0
183,229,2750,0,0
184,230,2752,0,0
185,231,2754,0,0
186,232,2756,0,0
187,233,2758,0,0
188,234,2760,0,0
189,235,2762,0,0
190,236,2764,0,0
191,237,2766,0,0
192,238,2768,0,0
193,239,2770,0,0
194,240,2772,0,0
195,241,2774,0,0
196,242,2776,0,0
197,243,2778,0,0
198,244,2780,0,0
199,245,2782,0,0
200,246,2784,0,0
201,247,2786,0,0
202,248,2788,0,0
203,249,2790,0,0
204,250,2792,0,0
205,251,2793,0,0
206,252,2794,0,0
207,258,2845,0,0
208,259,2847,0,0
209,260,2849,0,0
210,261,2851,0,0
211,262,2853,0,0
212,263,2855,0,0
213,264,2857,0,0
214,265,2859,0,0
215,266,2861,0,0
216,267,2863,0,0
217,268,2865,0,0
218,269,2867,0,0
219,270,2869,0,0
220,271,2871,0,0
221,272,2873,0,0
222,273,2875,0,0
223,274,2877,0,0
224,275,2879,0,0
225,276,2881,0,0
226,277,2883,0,0
227,278,2885,0,0
228,279,2887,0,0
229,280,2889,0,0
230,281,2891,0,0
231,282,2893,0,0
232,283,2895,0,0
233,284,2897,0,0
234,285,2899,0,0
235,286,2901,0,0
236,287,2903,0,0
